"","MIN","NYY","Series Winner"
"42213","3","0","MIN"
"42214","3","1","MIN"
"42215","2","3","NYY"
"42216","3","2","MIN"
"42217","3","0","MIN"
"42218","3","1","MIN"
"42219","3","1","MIN"
"42220","0","3","NYY"
"42221","3","2","MIN"
"42222","3","0","MIN"
"42223","0","3","NYY"
"42224","2","3","NYY"
"42225","3","1","MIN"
"42226","3","1","MIN"
"42227","1","3","NYY"
"42228","3","0","MIN"
"42229","2","3","NYY"
"42230","1","3","NYY"
"42231","0","3","NYY"
"42232","3","2","MIN"
"42233","3","2","MIN"
"42234","3","0","MIN"
"42235","3","1","MIN"
"42236","3","1","MIN"
"42237","0","3","NYY"
"42238","3","0","MIN"
"42239","3","1","MIN"
"42240","3","0","MIN"
"42241","3","1","MIN"
"42242","3","2","MIN"
"42243","3","1","MIN"
"42244","3","1","MIN"
"42245","1","3","NYY"
"42246","3","0","MIN"
"42247","3","1","MIN"
"42248","1","3","NYY"
"42249","1","3","NYY"
"42250","0","3","NYY"
"42251","3","0","MIN"
"42252","3","0","MIN"
"42253","2","3","NYY"
"42254","3","1","MIN"
"42255","3","0","MIN"
"42256","3","1","MIN"
"42257","3","0","MIN"
"42258","3","1","MIN"
"42259","1","3","NYY"
"42260","3","1","MIN"
"42261","3","1","MIN"
"42262","3","1","MIN"
"42263","2","3","NYY"
"42264","3","0","MIN"
"42265","3","0","MIN"
"42266","3","2","MIN"
"42267","2","3","NYY"
"42268","3","2","MIN"
"42269","3","2","MIN"
"42270","2","3","NYY"
"42271","3","1","MIN"
"42272","3","0","MIN"
"42273","3","2","MIN"
"42274","3","1","MIN"
"42275","0","3","NYY"
"42276","3","2","MIN"
"42277","2","3","NYY"
"42278","3","0","MIN"
"42279","3","1","MIN"
"42280","3","0","MIN"
"42281","3","0","MIN"
"42282","0","3","NYY"
"42283","0","3","NYY"
"42284","3","1","MIN"
"42285","3","2","MIN"
"42286","3","0","MIN"
"42287","3","2","MIN"
"42288","3","0","MIN"
"42289","3","2","MIN"
"42290","2","3","NYY"
"42291","3","1","MIN"
"42292","3","1","MIN"
"42293","1","3","NYY"
"42294","3","0","MIN"
"42295","1","3","NYY"
"42296","3","1","MIN"
"42297","1","3","NYY"
"42298","3","2","MIN"
"42299","0","3","NYY"
"42300","2","3","NYY"
"42301","3","1","MIN"
"42302","0","3","NYY"
"42303","3","2","MIN"
"42304","3","1","MIN"
"42305","2","3","NYY"
"42306","1","3","NYY"
"42307","3","2","MIN"
"42308","3","1","MIN"
"42309","3","2","MIN"
"42310","2","3","NYY"
"42311","2","3","NYY"
"42312","2","3","NYY"
"42313","1","3","NYY"
"42314","0","3","NYY"
"42315","2","3","NYY"
"42316","3","2","MIN"
"42317","3","1","MIN"
"42318","2","3","NYY"
"42319","3","2","MIN"
"42320","3","0","MIN"
"42321","2","3","NYY"
"42322","2","3","NYY"
"42323","3","1","MIN"
"42324","3","1","MIN"
"42325","1","3","NYY"
"42326","3","1","MIN"
"42327","3","1","MIN"
"42328","1","3","NYY"
"42329","3","2","MIN"
"42330","2","3","NYY"
"42331","2","3","NYY"
"42332","3","1","MIN"
"42333","2","3","NYY"
"42334","1","3","NYY"
"42335","3","0","MIN"
"42336","3","2","MIN"
"42337","0","3","NYY"
"42338","3","0","MIN"
"42339","1","3","NYY"
"42340","2","3","NYY"
"42341","1","3","NYY"
"42342","3","2","MIN"
"42343","1","3","NYY"
"42344","3","1","MIN"
"42345","3","2","MIN"
"42346","1","3","NYY"
"42347","3","1","MIN"
"42348","3","0","MIN"
"42349","3","0","MIN"
"42350","3","2","MIN"
"42351","3","1","MIN"
"42352","2","3","NYY"
"42353","2","3","NYY"
"42354","3","1","MIN"
"42355","2","3","NYY"
"42356","1","3","NYY"
"42357","1","3","NYY"
"42358","2","3","NYY"
"42359","2","3","NYY"
"42360","2","3","NYY"
"42361","2","3","NYY"
"42362","3","2","MIN"
"42363","3","0","MIN"
"42364","2","3","NYY"
"42365","3","1","MIN"
"42366","0","3","NYY"
"42367","3","2","MIN"
"42368","3","0","MIN"
"42369","3","2","MIN"
"42370","2","3","NYY"
"42371","1","3","NYY"
"42372","3","1","MIN"
"42373","3","1","MIN"
"42374","3","1","MIN"
"42375","2","3","NYY"
"42376","1","3","NYY"
"42377","3","1","MIN"
"42378","3","0","MIN"
"42379","3","2","MIN"
"42380","2","3","NYY"
"42381","3","2","MIN"
"42382","1","3","NYY"
"42383","3","1","MIN"
"42384","2","3","NYY"
"42385","1","3","NYY"
"42386","3","0","MIN"
"42387","3","2","MIN"
"42388","1","3","NYY"
"42389","0","3","NYY"
"42390","3","0","MIN"
"42391","1","3","NYY"
"42392","2","3","NYY"
"42393","2","3","NYY"
"42394","3","2","MIN"
"42395","2","3","NYY"
"42396","2","3","NYY"
"42397","0","3","NYY"
"42398","0","3","NYY"
"42399","3","1","MIN"
"42400","3","0","MIN"
"42401","3","1","MIN"
"42402","3","0","MIN"
"42403","2","3","NYY"
"42404","3","0","MIN"
"42405","2","3","NYY"
"42406","3","1","MIN"
"42407","1","3","NYY"
"42408","3","2","MIN"
"42409","3","1","MIN"
"42410","1","3","NYY"
"42411","2","3","NYY"
"42412","2","3","NYY"
"42413","0","3","NYY"
"42414","3","2","MIN"
"42415","3","2","MIN"
"42416","2","3","NYY"
"42417","3","0","MIN"
"42418","2","3","NYY"
"42419","3","2","MIN"
"42420","2","3","NYY"
"42421","2","3","NYY"
"42422","2","3","NYY"
"42423","1","3","NYY"
"42424","3","1","MIN"
"42425","2","3","NYY"
"42426","3","2","MIN"
"42427","0","3","NYY"
"42428","2","3","NYY"
"42429","3","0","MIN"
"42430","1","3","NYY"
"42431","3","2","MIN"
"42432","3","2","MIN"
"42433","3","2","MIN"
"42434","3","0","MIN"
"42435","3","2","MIN"
"42436","3","1","MIN"
"42437","3","1","MIN"
"42438","3","2","MIN"
"42439","2","3","NYY"
"42440","3","0","MIN"
"42441","2","3","NYY"
"42442","0","3","NYY"
"42443","3","0","MIN"
"42444","3","1","MIN"
"42445","3","1","MIN"
"42446","3","0","MIN"
"42447","3","1","MIN"
"42448","3","1","MIN"
"42449","3","2","MIN"
"42450","3","0","MIN"
"42451","3","1","MIN"
"42452","3","1","MIN"
"42453","2","3","NYY"
"42454","3","0","MIN"
"42455","3","1","MIN"
"42456","2","3","NYY"
"42457","2","3","NYY"
"42458","3","1","MIN"
"42459","3","0","MIN"
"42460","2","3","NYY"
"42461","2","3","NYY"
"42462","3","1","MIN"
"42463","1","3","NYY"
"42464","1","3","NYY"
"42465","3","1","MIN"
"42466","1","3","NYY"
"42467","0","3","NYY"
"42468","3","0","MIN"
"42469","2","3","NYY"
"42470","3","2","MIN"
"42471","2","3","NYY"
"42472","1","3","NYY"
"42473","0","3","NYY"
"42474","3","2","MIN"
"42475","2","3","NYY"
"42476","3","0","MIN"
"42477","3","0","MIN"
"42478","0","3","NYY"
"42479","3","2","MIN"
"42480","1","3","NYY"
"42481","3","0","MIN"
"42482","1","3","NYY"
"42483","3","1","MIN"
"42484","3","1","MIN"
"42485","3","1","MIN"
"42486","3","1","MIN"
"42487","2","3","NYY"
"42488","3","0","MIN"
"42489","3","2","MIN"
"42490","3","1","MIN"
"42491","3","2","MIN"
"42492","2","3","NYY"
"42493","2","3","NYY"
"42494","3","2","MIN"
"42495","2","3","NYY"
"42496","1","3","NYY"
"42497","3","2","MIN"
"42498","3","2","MIN"
"42499","2","3","NYY"
"42500","3","0","MIN"
"42501","2","3","NYY"
"42502","2","3","NYY"
"42503","1","3","NYY"
"42504","3","0","MIN"
"42505","3","1","MIN"
"42506","3","2","MIN"
"42507","3","0","MIN"
"42508","0","3","NYY"
"42509","0","3","NYY"
"42510","2","3","NYY"
"42511","0","3","NYY"
"42512","3","1","MIN"
"42513","2","3","NYY"
"42514","1","3","NYY"
"42515","1","3","NYY"
"42516","3","1","MIN"
"42517","3","0","MIN"
"42518","3","1","MIN"
"42519","2","3","NYY"
"42520","2","3","NYY"
"42521","0","3","NYY"
"42522","3","2","MIN"
"42523","3","2","MIN"
"42524","1","3","NYY"
"42525","3","0","MIN"
"42526","3","2","MIN"
"42527","2","3","NYY"
"42528","3","2","MIN"
"42529","0","3","NYY"
"42530","2","3","NYY"
"42531","0","3","NYY"
"42532","3","0","MIN"
"42533","0","3","NYY"
"42534","3","0","MIN"
"42535","2","3","NYY"
"42536","3","2","MIN"
"42537","2","3","NYY"
"42538","2","3","NYY"
"42539","3","1","MIN"
"42540","3","1","MIN"
"42541","2","3","NYY"
"42542","2","3","NYY"
"42543","3","0","MIN"
"42544","1","3","NYY"
"42545","3","2","MIN"
"42546","2","3","NYY"
"42547","1","3","NYY"
"42548","1","3","NYY"
"42549","3","0","MIN"
"42550","3","1","MIN"
"42551","2","3","NYY"
"42552","3","1","MIN"
"42553","3","1","MIN"
"42554","1","3","NYY"
"42555","3","1","MIN"
"42556","3","1","MIN"
"42557","0","3","NYY"
"42558","3","2","MIN"
"42559","2","3","NYY"
"42560","2","3","NYY"
"42561","3","1","MIN"
"42562","3","0","MIN"
"42563","3","1","MIN"
"42564","0","3","NYY"
"42565","3","0","MIN"
"42566","3","0","MIN"
"42567","0","3","NYY"
"42568","3","2","MIN"
"42569","3","1","MIN"
"42570","3","1","MIN"
"42571","1","3","NYY"
"42572","3","1","MIN"
"42573","3","0","MIN"
"42574","3","1","MIN"
"42575","1","3","NYY"
"42576","2","3","NYY"
"42577","2","3","NYY"
"42578","3","0","MIN"
"42579","1","3","NYY"
"42580","3","1","MIN"
"42581","3","2","MIN"
"42582","3","2","MIN"
"42583","1","3","NYY"
"42584","3","1","MIN"
"42585","3","2","MIN"
"42586","0","3","NYY"
"42587","2","3","NYY"
"42588","3","2","MIN"
"42589","3","1","MIN"
"42590","1","3","NYY"
"42591","1","3","NYY"
"42592","3","2","MIN"
"42593","3","1","MIN"
"42594","3","1","MIN"
"42595","0","3","NYY"
"42596","3","2","MIN"
"42597","3","0","MIN"
"42598","3","1","MIN"
"42599","3","0","MIN"
"42600","3","1","MIN"
"42601","3","1","MIN"
"42602","0","3","NYY"
"42603","1","3","NYY"
"42604","3","1","MIN"
"42605","3","0","MIN"
"42606","2","3","NYY"
"42607","2","3","NYY"
"42608","0","3","NYY"
"42609","3","1","MIN"
"42610","3","2","MIN"
"42611","3","1","MIN"
"42612","3","1","MIN"
"42613","2","3","NYY"
"42614","3","2","MIN"
"42615","3","2","MIN"
"42616","1","3","NYY"
"42617","1","3","NYY"
"42618","3","1","MIN"
"42619","3","1","MIN"
"42620","3","1","MIN"
"42621","2","3","NYY"
"42622","1","3","NYY"
"42623","0","3","NYY"
"42624","3","0","MIN"
"42625","1","3","NYY"
"42626","1","3","NYY"
"42627","2","3","NYY"
"42628","3","1","MIN"
"42629","1","3","NYY"
"42630","3","1","MIN"
"42631","0","3","NYY"
"42632","0","3","NYY"
"42633","1","3","NYY"
"42634","2","3","NYY"
"42635","3","1","MIN"
"42636","0","3","NYY"
"42637","0","3","NYY"
"42638","1","3","NYY"
"42639","1","3","NYY"
"42640","1","3","NYY"
"42641","1","3","NYY"
"42642","3","0","MIN"
"42643","2","3","NYY"
"42644","2","3","NYY"
"42645","1","3","NYY"
"42646","2","3","NYY"
"42647","1","3","NYY"
"42648","1","3","NYY"
"42649","3","1","MIN"
"42650","2","3","NYY"
"42651","3","1","MIN"
"42652","2","3","NYY"
"42653","3","2","MIN"
"42654","3","1","MIN"
"42655","3","2","MIN"
"42656","3","0","MIN"
"42657","0","3","NYY"
"42658","1","3","NYY"
"42659","3","0","MIN"
"42660","3","1","MIN"
"42661","3","2","MIN"
"42662","0","3","NYY"
"42663","3","0","MIN"
"42664","2","3","NYY"
"42665","1","3","NYY"
"42666","0","3","NYY"
"42667","3","2","MIN"
"42668","3","2","MIN"
"42669","0","3","NYY"
"42670","1","3","NYY"
"42671","3","1","MIN"
"42672","3","0","MIN"
"42673","1","3","NYY"
"42674","3","2","MIN"
"42675","3","2","MIN"
"42676","2","3","NYY"
"42677","0","3","NYY"
"42678","3","1","MIN"
"42679","1","3","NYY"
"42680","1","3","NYY"
"42681","2","3","NYY"
"42682","2","3","NYY"
"42683","3","2","MIN"
"42684","3","1","MIN"
"42685","3","2","MIN"
"42686","3","1","MIN"
"42687","1","3","NYY"
"42688","1","3","NYY"
"42689","3","1","MIN"
"42690","3","1","MIN"
"42691","2","3","NYY"
"42692","2","3","NYY"
"42693","2","3","NYY"
"42694","3","0","MIN"
"42695","3","2","MIN"
"42696","0","3","NYY"
"42697","3","2","MIN"
"42698","3","0","MIN"
"42699","3","0","MIN"
"42700","3","2","MIN"
"42701","3","2","MIN"
"42702","3","2","MIN"
"42703","3","1","MIN"
"42704","0","3","NYY"
"42705","1","3","NYY"
"42706","3","1","MIN"
"42707","2","3","NYY"
"42708","3","1","MIN"
"42709","3","1","MIN"
"42710","0","3","NYY"
"42711","3","2","MIN"
"42712","3","2","MIN"
"42713","3","1","MIN"
"42714","3","1","MIN"
"42715","3","0","MIN"
"42716","0","3","NYY"
"42717","3","0","MIN"
"42718","3","2","MIN"
"42719","0","3","NYY"
"42720","3","2","MIN"
"42721","2","3","NYY"
"42722","0","3","NYY"
"42723","3","1","MIN"
"42724","3","1","MIN"
"42725","1","3","NYY"
"42726","3","2","MIN"
"42727","3","1","MIN"
"42728","3","1","MIN"
"42729","2","3","NYY"
"42730","0","3","NYY"
"42731","0","3","NYY"
"42732","3","1","MIN"
"42733","3","1","MIN"
"42734","3","2","MIN"
"42735","3","0","MIN"
"42736","3","1","MIN"
"42737","3","1","MIN"
"42738","2","3","NYY"
"42739","3","1","MIN"
"42740","0","3","NYY"
"42741","2","3","NYY"
"42742","2","3","NYY"
"42743","2","3","NYY"
"42744","3","0","MIN"
"42745","0","3","NYY"
"42746","3","2","MIN"
"42747","3","1","MIN"
"42748","1","3","NYY"
"42749","2","3","NYY"
"42750","3","2","MIN"
"42751","3","1","MIN"
"42752","2","3","NYY"
"42753","3","2","MIN"
"42754","1","3","NYY"
"42755","3","1","MIN"
"42756","1","3","NYY"
"42757","3","1","MIN"
"42758","0","3","NYY"
"42759","2","3","NYY"
"42760","3","2","MIN"
"42761","1","3","NYY"
"42762","3","2","MIN"
"42763","3","2","MIN"
"42764","3","2","MIN"
"42765","1","3","NYY"
"42766","3","2","MIN"
"42767","0","3","NYY"
"42768","3","2","MIN"
"42769","3","1","MIN"
"42770","2","3","NYY"
"42771","3","0","MIN"
"42772","1","3","NYY"
"42773","1","3","NYY"
"42774","2","3","NYY"
"42775","3","0","MIN"
"42776","3","2","MIN"
"42777","3","0","MIN"
"42778","0","3","NYY"
"42779","3","0","MIN"
"42780","1","3","NYY"
"42781","3","0","MIN"
"42782","3","2","MIN"
"42783","2","3","NYY"
"42784","3","0","MIN"
"42785","3","0","MIN"
"42786","1","3","NYY"
"42787","3","0","MIN"
"42788","3","2","MIN"
"42789","3","1","MIN"
"42790","3","2","MIN"
"42791","3","2","MIN"
"42792","0","3","NYY"
"42793","3","0","MIN"
"42794","3","2","MIN"
"42795","3","1","MIN"
"42796","3","2","MIN"
"42797","2","3","NYY"
"42798","1","3","NYY"
"42799","3","1","MIN"
"42800","2","3","NYY"
"42801","1","3","NYY"
"42802","0","3","NYY"
"42803","2","3","NYY"
"42804","3","1","MIN"
"42805","0","3","NYY"
"42806","3","0","MIN"
"42807","2","3","NYY"
"42808","0","3","NYY"
"42809","0","3","NYY"
"42810","3","2","MIN"
"42811","3","0","MIN"
"42812","1","3","NYY"
"42813","3","2","MIN"
"42814","2","3","NYY"
"42815","3","1","MIN"
"42816","0","3","NYY"
"42817","2","3","NYY"
"42818","1","3","NYY"
"42819","1","3","NYY"
"42820","3","1","MIN"
"42821","3","0","MIN"
"42822","3","1","MIN"
"42823","3","2","MIN"
"42824","1","3","NYY"
"42825","3","1","MIN"
"42826","1","3","NYY"
"42827","1","3","NYY"
"42828","1","3","NYY"
"42829","3","1","MIN"
"42830","2","3","NYY"
"42831","3","2","MIN"
"42832","3","0","MIN"
"42833","3","1","MIN"
"42834","1","3","NYY"
"42835","3","1","MIN"
"42836","3","2","MIN"
"42837","0","3","NYY"
"42838","1","3","NYY"
"42839","1","3","NYY"
"42840","3","1","MIN"
"42841","2","3","NYY"
"42842","3","0","MIN"
"42843","0","3","NYY"
"42844","3","0","MIN"
"42845","1","3","NYY"
"42846","3","1","MIN"
"42847","1","3","NYY"
"42848","3","2","MIN"
"42849","3","1","MIN"
"42850","1","3","NYY"
"42851","2","3","NYY"
"42852","3","0","MIN"
"42853","3","1","MIN"
"42854","2","3","NYY"
"42855","1","3","NYY"
"42856","3","1","MIN"
"42857","0","3","NYY"
"42858","0","3","NYY"
"42859","1","3","NYY"
"42860","3","1","MIN"
"42861","3","0","MIN"
"42862","0","3","NYY"
"42863","3","1","MIN"
"42864","3","0","MIN"
"42865","1","3","NYY"
"42866","1","3","NYY"
"42867","3","2","MIN"
"42868","3","2","MIN"
"42869","3","2","MIN"
"42870","3","2","MIN"
"42871","3","2","MIN"
"42872","3","1","MIN"
"42873","3","1","MIN"
"42874","3","1","MIN"
"42875","3","2","MIN"
"42876","3","2","MIN"
"42877","3","2","MIN"
"42878","3","1","MIN"
"42879","3","1","MIN"
"42880","3","0","MIN"
"42881","3","2","MIN"
"42882","3","0","MIN"
"42883","3","0","MIN"
"42884","3","2","MIN"
"42885","3","1","MIN"
"42886","3","1","MIN"
"42887","2","3","NYY"
"42888","1","3","NYY"
"42889","3","0","MIN"
"42890","3","0","MIN"
"42891","2","3","NYY"
"42892","3","1","MIN"
"42893","3","0","MIN"
"42894","3","0","MIN"
"42895","1","3","NYY"
"42896","3","2","MIN"
"42897","1","3","NYY"
"42898","3","1","MIN"
"42899","2","3","NYY"
"42900","3","2","MIN"
"42901","1","3","NYY"
"42902","2","3","NYY"
"42903","1","3","NYY"
"42904","0","3","NYY"
"42905","3","1","MIN"
"42906","3","2","MIN"
"42907","3","0","MIN"
"42908","0","3","NYY"
"42909","3","2","MIN"
"42910","2","3","NYY"
"42911","3","1","MIN"
"42912","1","3","NYY"
"42913","3","1","MIN"
"42914","3","2","MIN"
"42915","3","2","MIN"
"42916","0","3","NYY"
"42917","3","1","MIN"
"42918","3","1","MIN"
"42919","3","2","MIN"
"42920","3","2","MIN"
"42921","1","3","NYY"
"42922","1","3","NYY"
"42923","3","1","MIN"
"42924","2","3","NYY"
"42925","1","3","NYY"
"42926","1","3","NYY"
"42927","1","3","NYY"
"42928","3","1","MIN"
"42929","2","3","NYY"
"42930","3","2","MIN"
"42931","3","1","MIN"
"42932","3","2","MIN"
"42933","2","3","NYY"
"42934","2","3","NYY"
"42935","2","3","NYY"
"42936","3","1","MIN"
"42937","3","2","MIN"
"42938","3","0","MIN"
"42939","1","3","NYY"
"42940","3","1","MIN"
"42941","3","1","MIN"
"42942","2","3","NYY"
"42943","3","0","MIN"
"42944","3","1","MIN"
"42945","3","0","MIN"
"42946","1","3","NYY"
"42947","2","3","NYY"
"42948","2","3","NYY"
"42949","3","1","MIN"
"42950","2","3","NYY"
"42951","3","1","MIN"
"42952","3","2","MIN"
"42953","0","3","NYY"
"42954","3","1","MIN"
"42955","3","2","MIN"
"42956","3","1","MIN"
"42957","3","1","MIN"
"42958","3","1","MIN"
"42959","2","3","NYY"
"42960","3","0","MIN"
"42961","3","0","MIN"
"42962","1","3","NYY"
"42963","3","2","MIN"
"42964","3","2","MIN"
"42965","3","2","MIN"
"42966","0","3","NYY"
"42967","3","2","MIN"
"42968","0","3","NYY"
"42969","1","3","NYY"
"42970","3","0","MIN"
"42971","3","2","MIN"
"42972","3","2","MIN"
"42973","3","2","MIN"
"42974","2","3","NYY"
"42975","3","1","MIN"
"42976","3","0","MIN"
"42977","3","1","MIN"
"42978","1","3","NYY"
"42979","3","0","MIN"
"42980","3","1","MIN"
"42981","0","3","NYY"
"42982","1","3","NYY"
"42983","3","2","MIN"
"42984","3","2","MIN"
"42985","3","2","MIN"
"42986","3","1","MIN"
"42987","3","1","MIN"
"42988","3","1","MIN"
"42989","3","0","MIN"
"42990","2","3","NYY"
"42991","3","1","MIN"
"42992","1","3","NYY"
"42993","1","3","NYY"
"42994","3","2","MIN"
"42995","3","1","MIN"
"42996","2","3","NYY"
"42997","3","1","MIN"
"42998","3","2","MIN"
"42999","1","3","NYY"
"43000","2","3","NYY"
"43001","3","2","MIN"
"43002","3","0","MIN"
"43003","3","1","MIN"
"43004","3","1","MIN"
"43005","3","2","MIN"
"43006","0","3","NYY"
"43007","2","3","NYY"
"43008","3","1","MIN"
"43009","0","3","NYY"
"43010","2","3","NYY"
"43011","3","1","MIN"
"43012","2","3","NYY"
"43013","1","3","NYY"
"43014","2","3","NYY"
"43015","2","3","NYY"
"43016","1","3","NYY"
"43017","1","3","NYY"
"43018","3","1","MIN"
"43019","2","3","NYY"
"43020","3","1","MIN"
"43021","3","1","MIN"
"43022","3","0","MIN"
"43023","3","2","MIN"
"43024","2","3","NYY"
"43025","3","2","MIN"
"43026","3","2","MIN"
"43027","3","0","MIN"
"43028","3","1","MIN"
"43029","3","2","MIN"
"43030","2","3","NYY"
"43031","0","3","NYY"
"43032","2","3","NYY"
"43033","2","3","NYY"
"43034","2","3","NYY"
"43035","3","0","MIN"
"43036","3","0","MIN"
"43037","2","3","NYY"
"43038","2","3","NYY"
"43039","2","3","NYY"
"43040","1","3","NYY"
"43041","3","0","MIN"
"43042","3","1","MIN"
"43043","3","1","MIN"
"43044","2","3","NYY"
"43045","3","2","MIN"
"43046","3","0","MIN"
"43047","1","3","NYY"
"43048","3","1","MIN"
"43049","3","1","MIN"
"43050","3","2","MIN"
"43051","1","3","NYY"
"43052","3","1","MIN"
"43053","3","1","MIN"
"43054","3","1","MIN"
"43055","2","3","NYY"
"43056","3","0","MIN"
"43057","3","0","MIN"
"43058","3","1","MIN"
"43059","1","3","NYY"
"43060","0","3","NYY"
"43061","3","2","MIN"
"43062","0","3","NYY"
"43063","3","0","MIN"
"43064","3","0","MIN"
"43065","3","1","MIN"
"43066","3","2","MIN"
"43067","3","0","MIN"
"43068","3","1","MIN"
"43069","1","3","NYY"
"43070","1","3","NYY"
"43071","3","2","MIN"
"43072","2","3","NYY"
"43073","3","2","MIN"
"43074","3","1","MIN"
"43075","0","3","NYY"
"43076","3","2","MIN"
"43077","3","1","MIN"
"43078","3","2","MIN"
"43079","3","2","MIN"
"43080","3","0","MIN"
"43081","3","1","MIN"
"43082","3","1","MIN"
"43083","2","3","NYY"
"43084","3","1","MIN"
"43085","3","1","MIN"
"43086","3","2","MIN"
"43087","3","1","MIN"
"43088","3","1","MIN"
"43089","2","3","NYY"
"43090","3","1","MIN"
"43091","3","0","MIN"
"43092","1","3","NYY"
"43093","2","3","NYY"
"43094","0","3","NYY"
"43095","3","1","MIN"
"43096","3","1","MIN"
"43097","1","3","NYY"
"43098","1","3","NYY"
"43099","3","0","MIN"
"43100","1","3","NYY"
"43101","2","3","NYY"
"43102","1","3","NYY"
"43103","0","3","NYY"
"43104","3","2","MIN"
"43105","2","3","NYY"
"43106","3","1","MIN"
"43107","1","3","NYY"
"43108","1","3","NYY"
"43109","3","0","MIN"
"43110","2","3","NYY"
"43111","3","2","MIN"
"43112","1","3","NYY"
"43113","3","2","MIN"
"43114","3","1","MIN"
"43115","3","0","MIN"
"43116","3","2","MIN"
"43117","3","2","MIN"
"43118","0","3","NYY"
"43119","1","3","NYY"
"43120","3","0","MIN"
"43121","2","3","NYY"
"43122","3","0","MIN"
"43123","3","1","MIN"
"43124","3","2","MIN"
"43125","3","1","MIN"
"43126","3","1","MIN"
"43127","2","3","NYY"
"43128","1","3","NYY"
"43129","3","1","MIN"
"43130","3","2","MIN"
"43131","0","3","NYY"
"43132","3","1","MIN"
"43133","3","0","MIN"
"43134","3","1","MIN"
"43135","2","3","NYY"
"43136","3","0","MIN"
"43137","3","0","MIN"
"43138","0","3","NYY"
"43139","3","1","MIN"
"43140","0","3","NYY"
"43141","2","3","NYY"
"43142","2","3","NYY"
"43143","3","1","MIN"
"43144","0","3","NYY"
"43145","3","2","MIN"
"43146","1","3","NYY"
"43147","1","3","NYY"
"43148","3","1","MIN"
"43149","3","1","MIN"
"43150","0","3","NYY"
"43151","1","3","NYY"
"43152","2","3","NYY"
"43153","3","2","MIN"
"43154","3","1","MIN"
"43155","3","0","MIN"
"43156","3","2","MIN"
"43157","3","2","MIN"
"43158","3","2","MIN"
"43159","2","3","NYY"
"43160","2","3","NYY"
"43161","3","0","MIN"
"43162","3","1","MIN"
"43163","2","3","NYY"
"43164","1","3","NYY"
"43165","3","0","MIN"
"43166","2","3","NYY"
"43167","3","1","MIN"
"43168","3","2","MIN"
"43169","3","0","MIN"
"43170","2","3","NYY"
"43171","3","1","MIN"
"43172","3","0","MIN"
"43173","0","3","NYY"
"43174","1","3","NYY"
"43175","2","3","NYY"
"43176","3","1","MIN"
"43177","1","3","NYY"
"43178","2","3","NYY"
"43179","3","1","MIN"
"43180","3","1","MIN"
"43181","1","3","NYY"
"43182","2","3","NYY"
"43183","2","3","NYY"
