"","OAK","HOU","Series Winner"
"50694","0","3","HOU"
"50695","1","3","HOU"
"50696","2","3","HOU"
"50697","2","3","HOU"
"50698","1","3","HOU"
"50699","0","3","HOU"
"50700","3","1","OAK"
"50701","3","0","OAK"
"50702","3","1","OAK"
"50703","0","3","HOU"
"50704","1","3","HOU"
"50705","2","3","HOU"
"50706","2","3","HOU"
"50707","1","3","HOU"
"50708","3","1","OAK"
"50709","0","3","HOU"
"50710","3","2","OAK"
"50711","0","3","HOU"
"50712","1","3","HOU"
"50713","2","3","HOU"
"50714","3","1","OAK"
"50715","1","3","HOU"
"50716","0","3","HOU"
"50717","2","3","HOU"
"50718","0","3","HOU"
"50719","2","3","HOU"
"50720","0","3","HOU"
"50721","0","3","HOU"
"50722","1","3","HOU"
"50723","1","3","HOU"
"50724","0","3","HOU"
"50725","0","3","HOU"
"50726","1","3","HOU"
"50727","3","2","OAK"
"50728","1","3","HOU"
"50729","0","3","HOU"
"50730","0","3","HOU"
"50731","0","3","HOU"
"50732","0","3","HOU"
"50733","1","3","HOU"
"50734","3","2","OAK"
"50735","2","3","HOU"
"50736","3","2","OAK"
"50737","2","3","HOU"
"50738","3","1","OAK"
"50739","3","1","OAK"
"50740","0","3","HOU"
"50741","0","3","HOU"
"50742","1","3","HOU"
"50743","2","3","HOU"
"50744","0","3","HOU"
"50745","1","3","HOU"
"50746","3","0","OAK"
"50747","0","3","HOU"
"50748","1","3","HOU"
"50749","0","3","HOU"
"50750","2","3","HOU"
"50751","1","3","HOU"
"50752","1","3","HOU"
"50753","1","3","HOU"
"50754","1","3","HOU"
"50755","3","0","OAK"
"50756","2","3","HOU"
"50757","0","3","HOU"
"50758","1","3","HOU"
"50759","0","3","HOU"
"50760","3","1","OAK"
"50761","2","3","HOU"
"50762","0","3","HOU"
"50763","1","3","HOU"
"50764","1","3","HOU"
"50765","1","3","HOU"
"50766","0","3","HOU"
"50767","2","3","HOU"
"50768","2","3","HOU"
"50769","1","3","HOU"
"50770","0","3","HOU"
"50771","3","1","OAK"
"50772","3","2","OAK"
"50773","1","3","HOU"
"50774","2","3","HOU"
"50775","2","3","HOU"
"50776","0","3","HOU"
"50777","1","3","HOU"
"50778","1","3","HOU"
"50779","2","3","HOU"
"50780","2","3","HOU"
"50781","0","3","HOU"
"50782","1","3","HOU"
"50783","2","3","HOU"
"50784","2","3","HOU"
"50785","0","3","HOU"
"50786","1","3","HOU"
"50787","2","3","HOU"
"50788","3","1","OAK"
"50789","2","3","HOU"
"50790","2","3","HOU"
"50791","1","3","HOU"
"50792","3","2","OAK"
"50793","0","3","HOU"
"50794","2","3","HOU"
"50795","3","1","OAK"
"50796","0","3","HOU"
"50797","0","3","HOU"
"50798","0","3","HOU"
"50799","3","2","OAK"
"50800","2","3","HOU"
"50801","3","1","OAK"
"50802","2","3","HOU"
"50803","1","3","HOU"
"50804","2","3","HOU"
"50805","0","3","HOU"
"50806","1","3","HOU"
"50807","0","3","HOU"
"50808","0","3","HOU"
"50809","2","3","HOU"
"50810","2","3","HOU"
"50811","1","3","HOU"
"50812","1","3","HOU"
"50813","0","3","HOU"
"50814","2","3","HOU"
"50815","1","3","HOU"
"50816","1","3","HOU"
"50817","1","3","HOU"
"50818","1","3","HOU"
"50819","3","1","OAK"
"50820","1","3","HOU"
"50821","0","3","HOU"
"50822","3","0","OAK"
"50823","1","3","HOU"
"50824","1","3","HOU"
"50825","3","0","OAK"
"50826","1","3","HOU"
"50827","3","2","OAK"
"50828","3","2","OAK"
"50829","1","3","HOU"
"50830","2","3","HOU"
"50831","1","3","HOU"
"50832","0","3","HOU"
"50833","1","3","HOU"
"50834","0","3","HOU"
"50835","0","3","HOU"
"50836","0","3","HOU"
"50837","3","2","OAK"
"50838","1","3","HOU"
"50839","0","3","HOU"
"50840","1","3","HOU"
"50841","0","3","HOU"
"50842","2","3","HOU"
"50843","0","3","HOU"
"50844","0","3","HOU"
"50845","1","3","HOU"
"50846","0","3","HOU"
"50847","0","3","HOU"
"50848","1","3","HOU"
"50849","1","3","HOU"
"50850","0","3","HOU"
"50851","2","3","HOU"
"50852","0","3","HOU"
"50853","1","3","HOU"
"50854","3","1","OAK"
"50855","3","2","OAK"
"50856","2","3","HOU"
"50857","1","3","HOU"
"50858","3","2","OAK"
"50859","3","2","OAK"
"50860","3","2","OAK"
"50861","1","3","HOU"
"50862","1","3","HOU"
"50863","2","3","HOU"
"50864","1","3","HOU"
"50865","3","0","OAK"
"50866","3","2","OAK"
"50867","0","3","HOU"
"50868","1","3","HOU"
"50869","1","3","HOU"
"50870","2","3","HOU"
"50871","2","3","HOU"
"50872","1","3","HOU"
"50873","1","3","HOU"
"50874","3","1","OAK"
"50875","2","3","HOU"
"50876","1","3","HOU"
"50877","0","3","HOU"
"50878","3","1","OAK"
"50879","3","1","OAK"
"50880","2","3","HOU"
"50881","2","3","HOU"
"50882","3","1","OAK"
"50883","2","3","HOU"
"50884","0","3","HOU"
"50885","2","3","HOU"
"50886","2","3","HOU"
"50887","2","3","HOU"
"50888","1","3","HOU"
"50889","1","3","HOU"
"50890","0","3","HOU"
"50891","1","3","HOU"
"50892","1","3","HOU"
"50893","0","3","HOU"
"50894","2","3","HOU"
"50895","0","3","HOU"
"50896","1","3","HOU"
"50897","1","3","HOU"
"50898","1","3","HOU"
"50899","1","3","HOU"
"50900","1","3","HOU"
"50901","2","3","HOU"
"50902","3","2","OAK"
"50903","3","1","OAK"
"50904","0","3","HOU"
"50905","2","3","HOU"
"50906","3","2","OAK"
"50907","0","3","HOU"
"50908","3","0","OAK"
"50909","1","3","HOU"
"50910","2","3","HOU"
"50911","0","3","HOU"
"50912","0","3","HOU"
"50913","1","3","HOU"
"50914","3","0","OAK"
"50915","3","1","OAK"
"50916","1","3","HOU"
"50917","0","3","HOU"
"50918","3","1","OAK"
"50919","0","3","HOU"
"50920","1","3","HOU"
"50921","0","3","HOU"
"50922","0","3","HOU"
"50923","0","3","HOU"
"50924","1","3","HOU"
"50925","1","3","HOU"
"50926","2","3","HOU"
"50927","1","3","HOU"
"50928","2","3","HOU"
"50929","1","3","HOU"
"50930","2","3","HOU"
"50931","2","3","HOU"
"50932","1","3","HOU"
"50933","3","2","OAK"
"50934","3","2","OAK"
"50935","0","3","HOU"
"50936","3","2","OAK"
"50937","2","3","HOU"
"50938","3","1","OAK"
"50939","0","3","HOU"
"50940","0","3","HOU"
"50941","0","3","HOU"
"50942","0","3","HOU"
"50943","0","3","HOU"
"50944","1","3","HOU"
"50945","1","3","HOU"
"50946","2","3","HOU"
"50947","0","3","HOU"
"50948","1","3","HOU"
"50949","2","3","HOU"
"50950","3","1","OAK"
"50951","0","3","HOU"
"50952","2","3","HOU"
"50953","3","0","OAK"
"50954","1","3","HOU"
"50955","3","0","OAK"
"50956","3","1","OAK"
"50957","1","3","HOU"
"50958","0","3","HOU"
"50959","2","3","HOU"
"50960","2","3","HOU"
"50961","3","2","OAK"
"50962","1","3","HOU"
"50963","3","2","OAK"
"50964","3","0","OAK"
"50965","2","3","HOU"
"50966","0","3","HOU"
"50967","1","3","HOU"
"50968","2","3","HOU"
"50969","0","3","HOU"
"50970","0","3","HOU"
"50971","1","3","HOU"
"50972","0","3","HOU"
"50973","0","3","HOU"
"50974","1","3","HOU"
"50975","2","3","HOU"
"50976","3","1","OAK"
"50977","0","3","HOU"
"50978","2","3","HOU"
"50979","2","3","HOU"
"50980","2","3","HOU"
"50981","1","3","HOU"
"50982","0","3","HOU"
"50983","0","3","HOU"
"50984","0","3","HOU"
"50985","3","2","OAK"
"50986","3","1","OAK"
"50987","0","3","HOU"
"50988","3","2","OAK"
"50989","2","3","HOU"
"50990","1","3","HOU"
"50991","0","3","HOU"
"50992","1","3","HOU"
"50993","1","3","HOU"
"50994","0","3","HOU"
"50995","0","3","HOU"
"50996","2","3","HOU"
"50997","0","3","HOU"
"50998","2","3","HOU"
"50999","3","1","OAK"
"51000","1","3","HOU"
"51001","0","3","HOU"
"51002","3","2","OAK"
"51003","0","3","HOU"
"51004","1","3","HOU"
"51005","1","3","HOU"
"51006","1","3","HOU"
"51007","3","0","OAK"
"51008","2","3","HOU"
"51009","2","3","HOU"
"51010","1","3","HOU"
"51011","0","3","HOU"
"51012","0","3","HOU"
"51013","1","3","HOU"
"51014","2","3","HOU"
"51015","2","3","HOU"
"51016","1","3","HOU"
"51017","2","3","HOU"
"51018","1","3","HOU"
"51019","0","3","HOU"
"51020","3","1","OAK"
"51021","3","2","OAK"
"51022","0","3","HOU"
"51023","0","3","HOU"
"51024","1","3","HOU"
"51025","1","3","HOU"
"51026","1","3","HOU"
"51027","0","3","HOU"
"51028","2","3","HOU"
"51029","0","3","HOU"
"51030","1","3","HOU"
"51031","1","3","HOU"
"51032","2","3","HOU"
"51033","1","3","HOU"
"51034","3","0","OAK"
"51035","0","3","HOU"
"51036","1","3","HOU"
"51037","1","3","HOU"
"51038","3","1","OAK"
"51039","0","3","HOU"
"51040","1","3","HOU"
"51041","0","3","HOU"
"51042","0","3","HOU"
"51043","3","2","OAK"
"51044","0","3","HOU"
"51045","0","3","HOU"
"51046","1","3","HOU"
"51047","2","3","HOU"
"51048","2","3","HOU"
"51049","0","3","HOU"
"51050","2","3","HOU"
"51051","2","3","HOU"
"51052","1","3","HOU"
"51053","1","3","HOU"
"51054","3","1","OAK"
"51055","2","3","HOU"
"51056","1","3","HOU"
"51057","2","3","HOU"
"51058","1","3","HOU"
"51059","2","3","HOU"
"51060","0","3","HOU"
"51061","2","3","HOU"
"51062","0","3","HOU"
"51063","1","3","HOU"
"51064","0","3","HOU"
"51065","1","3","HOU"
"51066","0","3","HOU"
"51067","1","3","HOU"
"51068","0","3","HOU"
"51069","0","3","HOU"
"51070","3","0","OAK"
"51071","0","3","HOU"
"51072","3","2","OAK"
"51073","2","3","HOU"
"51074","1","3","HOU"
"51075","1","3","HOU"
"51076","3","2","OAK"
"51077","0","3","HOU"
"51078","3","1","OAK"
"51079","2","3","HOU"
"51080","0","3","HOU"
"51081","3","2","OAK"
"51082","0","3","HOU"
"51083","2","3","HOU"
"51084","0","3","HOU"
"51085","0","3","HOU"
"51086","2","3","HOU"
"51087","2","3","HOU"
"51088","1","3","HOU"
"51089","3","1","OAK"
"51090","2","3","HOU"
"51091","2","3","HOU"
"51092","0","3","HOU"
"51093","3","2","OAK"
"51094","2","3","HOU"
"51095","1","3","HOU"
"51096","3","1","OAK"
"51097","3","0","OAK"
"51098","1","3","HOU"
"51099","2","3","HOU"
"51100","1","3","HOU"
"51101","0","3","HOU"
"51102","3","1","OAK"
"51103","1","3","HOU"
"51104","3","2","OAK"
"51105","0","3","HOU"
"51106","3","2","OAK"
"51107","1","3","HOU"
"51108","0","3","HOU"
"51109","2","3","HOU"
"51110","2","3","HOU"
"51111","0","3","HOU"
"51112","3","1","OAK"
"51113","1","3","HOU"
"51114","2","3","HOU"
"51115","2","3","HOU"
"51116","0","3","HOU"
"51117","0","3","HOU"
"51118","1","3","HOU"
"51119","0","3","HOU"
"51120","2","3","HOU"
"51121","2","3","HOU"
"51122","0","3","HOU"
"51123","0","3","HOU"
"51124","1","3","HOU"
"51125","1","3","HOU"
"51126","0","3","HOU"
"51127","2","3","HOU"
"51128","1","3","HOU"
"51129","1","3","HOU"
"51130","0","3","HOU"
"51131","1","3","HOU"
"51132","1","3","HOU"
"51133","2","3","HOU"
"51134","2","3","HOU"
"51135","2","3","HOU"
"51136","0","3","HOU"
"51137","2","3","HOU"
"51138","0","3","HOU"
"51139","0","3","HOU"
"51140","1","3","HOU"
"51141","1","3","HOU"
"51142","1","3","HOU"
"51143","2","3","HOU"
"51144","0","3","HOU"
"51145","0","3","HOU"
"51146","1","3","HOU"
"51147","3","0","OAK"
"51148","2","3","HOU"
"51149","1","3","HOU"
"51150","0","3","HOU"
"51151","3","1","OAK"
"51152","0","3","HOU"
"51153","1","3","HOU"
"51154","3","0","OAK"
"51155","0","3","HOU"
"51156","2","3","HOU"
"51157","0","3","HOU"
"51158","0","3","HOU"
"51159","0","3","HOU"
"51160","1","3","HOU"
"51161","2","3","HOU"
"51162","2","3","HOU"
"51163","3","1","OAK"
"51164","1","3","HOU"
"51165","3","2","OAK"
"51166","1","3","HOU"
"51167","3","0","OAK"
"51168","1","3","HOU"
"51169","0","3","HOU"
"51170","0","3","HOU"
"51171","2","3","HOU"
"51172","2","3","HOU"
"51173","0","3","HOU"
"51174","1","3","HOU"
"51175","0","3","HOU"
"51176","3","0","OAK"
"51177","3","1","OAK"
"51178","1","3","HOU"
"51179","0","3","HOU"
"51180","3","2","OAK"
"51181","1","3","HOU"
"51182","3","2","OAK"
"51183","0","3","HOU"
"51184","0","3","HOU"
"51185","2","3","HOU"
"51186","3","0","OAK"
"51187","1","3","HOU"
"51188","0","3","HOU"
"51189","0","3","HOU"
"51190","1","3","HOU"
"51191","1","3","HOU"
"51192","1","3","HOU"
"51193","0","3","HOU"
"51194","1","3","HOU"
"51195","2","3","HOU"
"51196","1","3","HOU"
"51197","2","3","HOU"
"51198","0","3","HOU"
"51199","2","3","HOU"
"51200","2","3","HOU"
"51201","0","3","HOU"
"51202","0","3","HOU"
"51203","0","3","HOU"
"51204","2","3","HOU"
"51205","1","3","HOU"
"51206","0","3","HOU"
"51207","0","3","HOU"
"51208","1","3","HOU"
"51209","0","3","HOU"
"51210","0","3","HOU"
"51211","2","3","HOU"
"51212","1","3","HOU"
"51213","2","3","HOU"
"51214","3","1","OAK"
"51215","1","3","HOU"
"51216","1","3","HOU"
"51217","3","1","OAK"
"51218","3","1","OAK"
"51219","2","3","HOU"
"51220","0","3","HOU"
"51221","1","3","HOU"
"51222","2","3","HOU"
"51223","2","3","HOU"
"51224","1","3","HOU"
"51225","0","3","HOU"
"51226","3","0","OAK"
"51227","0","3","HOU"
"51228","1","3","HOU"
"51229","0","3","HOU"
"51230","1","3","HOU"
"51231","0","3","HOU"
"51232","1","3","HOU"
"51233","3","2","OAK"
"51234","2","3","HOU"
"51235","1","3","HOU"
"51236","3","2","OAK"
"51237","3","1","OAK"
"51238","1","3","HOU"
"51239","3","1","OAK"
"51240","1","3","HOU"
"51241","1","3","HOU"
"51242","2","3","HOU"
"51243","0","3","HOU"
"51244","2","3","HOU"
"51245","0","3","HOU"
"51246","0","3","HOU"
"51247","0","3","HOU"
"51248","2","3","HOU"
"51249","1","3","HOU"
"51250","1","3","HOU"
"51251","0","3","HOU"
"51252","1","3","HOU"
"51253","1","3","HOU"
"51254","2","3","HOU"
"51255","1","3","HOU"
"51256","0","3","HOU"
"51257","0","3","HOU"
"51258","0","3","HOU"
"51259","0","3","HOU"
"51260","1","3","HOU"
"51261","1","3","HOU"
"51262","0","3","HOU"
"51263","0","3","HOU"
"51264","0","3","HOU"
"51265","1","3","HOU"
"51266","3","1","OAK"
"51267","1","3","HOU"
"51268","2","3","HOU"
"51269","0","3","HOU"
"51270","2","3","HOU"
"51271","1","3","HOU"
"51272","0","3","HOU"
"51273","0","3","HOU"
"51274","2","3","HOU"
"51275","1","3","HOU"
"51276","2","3","HOU"
"51277","1","3","HOU"
"51278","1","3","HOU"
"51279","0","3","HOU"
"51280","1","3","HOU"
"51281","3","0","OAK"
"51282","2","3","HOU"
"51283","1","3","HOU"
"51284","0","3","HOU"
"51285","2","3","HOU"
"51286","0","3","HOU"
"51287","1","3","HOU"
"51288","3","1","OAK"
"51289","1","3","HOU"
"51290","1","3","HOU"
"51291","1","3","HOU"
"51292","1","3","HOU"
"51293","3","1","OAK"
"51294","1","3","HOU"
"51295","3","1","OAK"
"51296","2","3","HOU"
"51297","2","3","HOU"
"51298","2","3","HOU"
"51299","1","3","HOU"
"51300","2","3","HOU"
"51301","2","3","HOU"
"51302","3","0","OAK"
"51303","3","1","OAK"
"51304","3","1","OAK"
"51305","0","3","HOU"
"51306","0","3","HOU"
"51307","2","3","HOU"
"51308","0","3","HOU"
"51309","1","3","HOU"
"51310","1","3","HOU"
"51311","0","3","HOU"
"51312","2","3","HOU"
"51313","1","3","HOU"
"51314","2","3","HOU"
"51315","0","3","HOU"
"51316","0","3","HOU"
"51317","0","3","HOU"
"51318","1","3","HOU"
"51319","0","3","HOU"
"51320","2","3","HOU"
"51321","2","3","HOU"
"51322","2","3","HOU"
"51323","3","2","OAK"
"51324","0","3","HOU"
"51325","1","3","HOU"
"51326","0","3","HOU"
"51327","3","2","OAK"
"51328","2","3","HOU"
"51329","2","3","HOU"
"51330","2","3","HOU"
"51331","2","3","HOU"
"51332","1","3","HOU"
"51333","1","3","HOU"
"51334","2","3","HOU"
"51335","1","3","HOU"
"51336","1","3","HOU"
"51337","0","3","HOU"
"51338","1","3","HOU"
"51339","1","3","HOU"
"51340","2","3","HOU"
"51341","1","3","HOU"
"51342","3","0","OAK"
"51343","1","3","HOU"
"51344","1","3","HOU"
"51345","0","3","HOU"
"51346","2","3","HOU"
"51347","2","3","HOU"
"51348","3","2","OAK"
"51349","2","3","HOU"
"51350","0","3","HOU"
"51351","0","3","HOU"
"51352","1","3","HOU"
"51353","3","2","OAK"
"51354","3","0","OAK"
"51355","1","3","HOU"
"51356","3","1","OAK"
"51357","0","3","HOU"
"51358","0","3","HOU"
"51359","2","3","HOU"
"51360","0","3","HOU"
"51361","3","2","OAK"
"51362","3","2","OAK"
"51363","0","3","HOU"
"51364","3","2","OAK"
"51365","2","3","HOU"
"51366","1","3","HOU"
"51367","2","3","HOU"
"51368","0","3","HOU"
"51369","0","3","HOU"
"51370","1","3","HOU"
"51371","1","3","HOU"
"51372","0","3","HOU"
"51373","1","3","HOU"
"51374","0","3","HOU"
"51375","1","3","HOU"
"51376","3","1","OAK"
"51377","2","3","HOU"
"51378","2","3","HOU"
"51379","1","3","HOU"
"51380","1","3","HOU"
"51381","1","3","HOU"
"51382","1","3","HOU"
"51383","1","3","HOU"
"51384","0","3","HOU"
"51385","2","3","HOU"
"51386","1","3","HOU"
"51387","1","3","HOU"
"51388","3","1","OAK"
"51389","0","3","HOU"
"51390","1","3","HOU"
"51391","2","3","HOU"
"51392","0","3","HOU"
"51393","3","2","OAK"
"51394","2","3","HOU"
"51395","2","3","HOU"
"51396","0","3","HOU"
"51397","3","2","OAK"
"51398","1","3","HOU"
"51399","2","3","HOU"
"51400","2","3","HOU"
"51401","2","3","HOU"
"51402","1","3","HOU"
"51403","2","3","HOU"
"51404","3","0","OAK"
"51405","1","3","HOU"
"51406","3","1","OAK"
"51407","0","3","HOU"
"51408","3","1","OAK"
"51409","1","3","HOU"
"51410","2","3","HOU"
"51411","3","1","OAK"
"51412","2","3","HOU"
"51413","1","3","HOU"
"51414","3","0","OAK"
"51415","3","1","OAK"
"51416","0","3","HOU"
"51417","1","3","HOU"
"51418","1","3","HOU"
"51419","3","0","OAK"
"51420","0","3","HOU"
"51421","0","3","HOU"
"51422","2","3","HOU"
"51423","3","2","OAK"
"51424","0","3","HOU"
"51425","3","2","OAK"
"51426","1","3","HOU"
"51427","0","3","HOU"
"51428","0","3","HOU"
"51429","0","3","HOU"
"51430","2","3","HOU"
"51431","2","3","HOU"
"51432","1","3","HOU"
"51433","0","3","HOU"
"51434","3","2","OAK"
"51435","2","3","HOU"
"51436","3","2","OAK"
"51437","2","3","HOU"
"51438","0","3","HOU"
"51439","0","3","HOU"
"51440","2","3","HOU"
"51441","0","3","HOU"
"51442","0","3","HOU"
"51443","0","3","HOU"
"51444","2","3","HOU"
"51445","2","3","HOU"
"51446","3","1","OAK"
"51447","1","3","HOU"
"51448","3","0","OAK"
"51449","0","3","HOU"
"51450","0","3","HOU"
"51451","2","3","HOU"
"51452","1","3","HOU"
"51453","1","3","HOU"
"51454","1","3","HOU"
"51455","2","3","HOU"
"51456","0","3","HOU"
"51457","1","3","HOU"
"51458","1","3","HOU"
"51459","1","3","HOU"
"51460","3","2","OAK"
"51461","1","3","HOU"
"51462","3","1","OAK"
"51463","0","3","HOU"
"51464","2","3","HOU"
"51465","2","3","HOU"
"51466","0","3","HOU"
"51467","3","1","OAK"
"51468","1","3","HOU"
"51469","3","1","OAK"
"51470","2","3","HOU"
"51471","3","0","OAK"
"51472","3","2","OAK"
"51473","3","2","OAK"
"51474","2","3","HOU"
"51475","3","0","OAK"
"51476","2","3","HOU"
"51477","1","3","HOU"
"51478","2","3","HOU"
"51479","1","3","HOU"
"51480","2","3","HOU"
"51481","1","3","HOU"
"51482","0","3","HOU"
"51483","1","3","HOU"
"51484","2","3","HOU"
"51485","2","3","HOU"
"51486","1","3","HOU"
"51487","0","3","HOU"
"51488","1","3","HOU"
"51489","1","3","HOU"
"51490","1","3","HOU"
"51491","1","3","HOU"
"51492","0","3","HOU"
"51493","0","3","HOU"
"51494","3","0","OAK"
"51495","3","0","OAK"
"51496","2","3","HOU"
"51497","2","3","HOU"
"51498","1","3","HOU"
"51499","2","3","HOU"
"51500","1","3","HOU"
"51501","3","2","OAK"
"51502","3","0","OAK"
"51503","1","3","HOU"
"51504","2","3","HOU"
"51505","1","3","HOU"
"51506","0","3","HOU"
"51507","3","0","OAK"
"51508","1","3","HOU"
"51509","3","0","OAK"
"51510","2","3","HOU"
"51511","0","3","HOU"
"51512","3","2","OAK"
"51513","2","3","HOU"
"51514","0","3","HOU"
"51515","2","3","HOU"
"51516","3","1","OAK"
"51517","1","3","HOU"
"51518","0","3","HOU"
"51519","2","3","HOU"
"51520","1","3","HOU"
"51521","1","3","HOU"
"51522","0","3","HOU"
"51523","2","3","HOU"
"51524","0","3","HOU"
"51525","1","3","HOU"
"51526","3","2","OAK"
"51527","2","3","HOU"
"51528","2","3","HOU"
"51529","3","1","OAK"
"51530","1","3","HOU"
"51531","1","3","HOU"
"51532","3","2","OAK"
"51533","0","3","HOU"
"51534","1","3","HOU"
"51535","0","3","HOU"
"51536","0","3","HOU"
"51537","3","1","OAK"
"51538","1","3","HOU"
"51539","2","3","HOU"
"51540","3","1","OAK"
"51541","2","3","HOU"
"51542","0","3","HOU"
"51543","1","3","HOU"
"51544","2","3","HOU"
"51545","1","3","HOU"
"51546","3","2","OAK"
"51547","1","3","HOU"
"51548","0","3","HOU"
"51549","1","3","HOU"
"51550","0","3","HOU"
"51551","2","3","HOU"
"51552","3","2","OAK"
"51553","2","3","HOU"
"51554","3","0","OAK"
"51555","1","3","HOU"
"51556","2","3","HOU"
"51557","0","3","HOU"
"51558","3","2","OAK"
"51559","1","3","HOU"
"51560","0","3","HOU"
"51561","3","2","OAK"
"51562","3","1","OAK"
"51563","1","3","HOU"
"51564","0","3","HOU"
"51565","1","3","HOU"
"51566","2","3","HOU"
"51567","2","3","HOU"
"51568","1","3","HOU"
"51569","2","3","HOU"
"51570","0","3","HOU"
"51571","3","1","OAK"
"51572","2","3","HOU"
"51573","3","2","OAK"
"51574","1","3","HOU"
"51575","1","3","HOU"
"51576","0","3","HOU"
"51577","3","1","OAK"
"51578","0","3","HOU"
"51579","1","3","HOU"
"51580","1","3","HOU"
"51581","2","3","HOU"
"51582","3","1","OAK"
"51583","2","3","HOU"
"51584","2","3","HOU"
"51585","1","3","HOU"
"51586","1","3","HOU"
"51587","0","3","HOU"
"51588","3","2","OAK"
"51589","1","3","HOU"
"51590","0","3","HOU"
"51591","0","3","HOU"
"51592","1","3","HOU"
"51593","1","3","HOU"
"51594","0","3","HOU"
"51595","3","2","OAK"
"51596","0","3","HOU"
"51597","1","3","HOU"
"51598","1","3","HOU"
"51599","0","3","HOU"
"51600","1","3","HOU"
"51601","3","1","OAK"
"51602","1","3","HOU"
"51603","2","3","HOU"
"51604","1","3","HOU"
"51605","2","3","HOU"
"51606","2","3","HOU"
"51607","0","3","HOU"
"51608","3","1","OAK"
"51609","3","2","OAK"
"51610","0","3","HOU"
"51611","0","3","HOU"
"51612","2","3","HOU"
"51613","1","3","HOU"
"51614","3","1","OAK"
"51615","1","3","HOU"
"51616","0","3","HOU"
"51617","2","3","HOU"
"51618","0","3","HOU"
"51619","0","3","HOU"
"51620","1","3","HOU"
"51621","0","3","HOU"
"51622","3","2","OAK"
"51623","2","3","HOU"
"51624","0","3","HOU"
"51625","0","3","HOU"
"51626","2","3","HOU"
"51627","1","3","HOU"
"51628","3","1","OAK"
"51629","0","3","HOU"
"51630","2","3","HOU"
"51631","0","3","HOU"
"51632","1","3","HOU"
"51633","0","3","HOU"
"51634","0","3","HOU"
"51635","0","3","HOU"
"51636","0","3","HOU"
"51637","0","3","HOU"
"51638","3","2","OAK"
"51639","2","3","HOU"
"51640","3","0","OAK"
"51641","3","2","OAK"
"51642","0","3","HOU"
"51643","0","3","HOU"
"51644","2","3","HOU"
"51645","1","3","HOU"
"51646","2","3","HOU"
"51647","2","3","HOU"
"51648","0","3","HOU"
"51649","3","1","OAK"
"51650","2","3","HOU"
"51651","1","3","HOU"
"51652","3","2","OAK"
"51653","0","3","HOU"
"51654","0","3","HOU"
"51655","1","3","HOU"
"51656","1","3","HOU"
"51657","3","2","OAK"
"51658","1","3","HOU"
"51659","1","3","HOU"
"51660","2","3","HOU"
"51661","0","3","HOU"
"51662","1","3","HOU"
"51663","0","3","HOU"
"51664","3","2","OAK"
